6,10,0,6,2024,610000,0,0,0,0,135943,135943,24791,0,2165,0,0,26956
6,20,0,6,2024,620000,0,0,42613,1232,45263,89107,0,0,2674,0,0,2674
6,22,0,6,2024,622000,0,0,0,0,10361,10361,23833,0,2930,0,0,26764
7,10,261,6,2024,710261,29652,12717,0,8,0,42377,0,0,0,0,0,0
7,10,269,6,2024,710269,41354,12813,0,8,1,54176,1195,0,846,0,0,2040
7,10,454,6,2024,710454,46633,4401,0,4,1,51039,0,0,980,0,0,980
7,10,549,6,2024,710549,10929,434,0,0,0,11363,0,0,209,0,0,209
7,10,551,6,2024,710551,11652,500,0,0,0,12152,0,0,253,0,0,253
7,10,566,6,2024,710566,194756,17821,0,13,2046,214636,9325,24034,2834,0,0,36193
7,10,862,6,2024,710862,6173,254,0,0,0,6427,0,0,182,0,0,182
7,10,924,6,2024,710924,17045,711,0,0,0,17756,0,0,444,0,0,444
7,10,973,6,2024,710973,16328,704,0,0,757,17789,0,0,301,0,0,301
7,10,981,6,2024,710981,22238,3158,0,0,0,25396,0,0,436,0,0,436
7,10,985,6,2024,710985,17959,789,0,0,0,18748,0,0,679,0,0,679
7,10,990,6,2024,710990,22138,909,0,0,0,23047,0,0,516,0,0,516
7,20,33,6,2024,720033,13561,74947,0,0,80,88588,0,0,1328,0,0,1328
7,20,40,6,2024,720040,3072,9118,0,5,1,12196,0,0,218,0,0,218
7,20,60,6,2024,720060,1646,678,0,0,0,2324,0,0,130,0,0,130
7,20,66,6,2024,720066,23770,42309,0,0,2988,69067,669,0,2592,0,0,3261
7,20,131,6,2024,720131,5385,5100,0,0,23,10508,0,0,339,0,0,339
7,20,143,6,2024,720143,7312,4056,0,0,1,11369,0,0,452,0,0,452
7,20,168,6,2024,720168,15563,5643,0,0,844,22049,0,0,281,0,0,281
7,20,186,6,2024,720186,2171,3441,0,0,269,5881,0,0,292,0,0,292
7,20,188,6,2024,720188,9391,6030,0,0,815,16235,0,0,349,0,0,349
7,20,194,6,2024,720194,18775,14040,0,0,0,32815,0,0,981,0,0,981
7,20,336,6,2024,720336,7815,12942,0,0,268,21025,0,0,1016,0,0,1016
7,20,345,6,2024,720345,47014,57084,0,1,490,104588,1390,0,2496,0,0,3886
7,20,376,6,2024,720376,10593,13591,0,0,481,24665,0,0,906,0,0,906
7,20,440,6,2024,720440,18310,22793,0,0,8,41111,0,0,1261,0,0,1261
7,20,899,6,2024,720899,34533,16037,0,10,2685,53265,5981,0,454,0,0,6435
7,20,922,6,2024,720922,3081,6224,0,10,73,9388,0,0,372,0,0,372
7,22,12,6,2024,722012,314915,156708,0,0,2961,474584,0,31975,2163,0,20,34158
7,22,114,6,2024,722114,29398,24631,0,0,443,54472,0,0,431,0,0,431
7,22,146,6,2024,722146,141617,80548,0,0,10384,232549,11895,21552,1077,0,0,34524
7,22,198,6,2024,722198,847012,565688,0,0,8302,1421003,84018,138949,6890,0,0,229857
7,22,216,6,2024,722216,262218,185224,0,0,5735,453177,8188,15365,3076,0,0,26628
7,22,233,6,2024,722233,659360,582150,0,10,7704,1249224,52570,79167,5853,0,0,137590
7,22,313,6,2024,722313,26515,34095,0,0,744,61355,1780,2479,1046,0,0,5304
7,22,350,6,2024,722350,45462,30058,0,0,874,76393,0,0,444,0,0,444
7,22,406,6,2024,722406,18486,17335,0,0,275,36096,0,0,254,0,0,254
7,22,644,6,2024,722644,152628,87015,0,0,2114,241758,10082,22677,1291,0,0,34051
7,22,918,6,2024,722918,674548,424465,0,0,6842,1105854,82868,39616,6172,0,0,128656
7,25,31,6,2024,725031,1,7813,0,3,9,7826,0,0,147,0,0,147
7,25,131,6,2024,725131,28010,21907,0,0,1416,51332,0,5214,599,0,0,5813
7,25,203,6,2024,725203,234390,315935,0,0,95,550420,11687,36150,0,0,0,47837
7,25,247,6,2024,725247,7483,24096,0,0,13,31592,0,0,446,0,0,446
7,25,326,6,2024,725326,179093,118756,0,14,3716,301579,3938,16708,3481,0,0,24128
7,25,355,6,2024,725355,370755,444421,0,6,37151,852333,23531,77559,5593,0,0,106683
7,25,429,6,2024,725429,29782,19126,0,0,1095,50004,0,0,322,0,0,322
7,25,450,6,2024,725450,88268,19784,0,0,18,108071,0,0,0,0,0,0
7,25,466,6,2024,725466,8715,7862,0,0,362,16938,0,0,142,0,0,142
7,25,488,6,2024,725488,5162,17762,0,0,804,23728,0,0,260,0,0,260
7,25,629,6,2024,725629,22912,19742,0,0,1768,44422,0,0,575,0,0,575
7,25,676,6,2024,725676,12472,27880,0,0,14,40366,1814,0,486,0,0,2300
7,25,715,6,2024,725715,3316,6557,0,0,606,10479,0,0,168,0,0,168
7,25,818,6,2024,725818,35014,24682,0,0,922,60618,0,0,517,0,0,517
7,25,839,6,2024,725839,45518,22982,0,0,21,68521,6697,10665,548,0,0,17910
7,25,940,6,2024,725940,12910,24061,0,0,1025,37996,0,2137,387,0,0,2524
8,10,586,6,2024,810586,19581,679,0,0,0,20260,0,0,202,0,0,202
9,25,0,6,2024,925000,0,0,0,0,147266,147266,114186,5263,9574,0,4575,133598
20,0,2,6,2024,2000002,0,0,0,0,0,0,0,0,0,0,0,0
20,0,4,6,2024,2000004,0,0,0,0,0,0,0,0,0,0,0,0
20,0,7,6,2024,2000007,0,0,0,0,0,0,0,0,623,0,0,623
20,0,9,6,2024,2000009,1,0,0,0,12,13,0,0,194,0,0,194
20,0,11,6,2024,2000011,0,0,0,0,0,0,0,0,0,0,0,0
20,0,12,6,2024,2000012,0,0,0,0,16,16,0,0,0,0,0,0
