6,10,0,6,2024,610000,10,41721,0,0,20,3960,0,0,30,10561,0,0,40,,0,0,50,106,0,0,60,0,0,0,70,35226,0,0
6,20,0,6,2024,620000,10,38601,0,0,20,-9997,0,0,30,1814,0,0,40,,0,0,50,19,0,0,60,0,0,0,70,26809,0,0
6,22,0,6,2024,622000,10,29274,0,0,20,8000,0,0,30,2553,0,0,40,,0,0,50,1957,0,0,60,98,0,0,70,36776,0,0
7,10,261,6,2024,710261,10,3224,0,0,20,-88,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,3136,0,0
7,10,269,6,2024,710269,10,12831,0,0,20,-1493,0,0,30,285,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,11055,0,0
7,10,454,6,2024,710454,10,8655,0,0,20,-1697,0,0,30,1327,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,5631,0,0
7,10,549,6,2024,710549,10,1950,0,0,20,-399,0,0,30,267,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1283,0,0
7,10,551,6,2024,710551,10,5756,0,0,20,95,0,0,30,0,0,0,40,,0,0,50,8,0,0,60,0,0,0,70,5859,0,0
7,10,566,6,2024,710566,10,27702,0,0,20,2391,0,0,30,98,0,0,40,,0,0,50,141,0,0,60,0,0,0,70,30135,0,0
7,10,862,6,2024,710862,10,1064,0,0,20,37,0,0,30,0,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,1101,0,0
7,10,924,6,2024,710924,10,3442,0,0,20,-245,0,0,30,74,0,0,40,,0,0,50,0,0,0,60,-88,0,0,70,3035,0,0
7,10,973,6,2024,710973,10,1370,0,0,20,94,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1464,0,0
7,10,981,6,2024,710981,10,3341,0,0,20,-161,0,0,30,168,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,3013,0,0
7,10,985,6,2024,710985,10,3493,0,0,20,1186,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,4679,0,0
7,10,990,6,2024,710990,10,9004,0,0,20,2067,0,0,30,0,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,11072,0,0
7,20,33,6,2024,720033,10,14806,0,0,20,1219,0,0,30,561,0,0,40,,0,0,50,4,0,0,60,0,0,0,70,15467,0,0
7,20,40,6,2024,720040,10,2523,0,0,20,0,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,2523,0,0
7,20,60,6,2024,720060,10,1850,0,0,20,-72,0,0,30,325,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1453,0,0
7,20,66,6,2024,720066,10,16513,0,0,20,1152,0,0,30,563,0,0,40,,0,0,50,99,0,0,60,0,0,0,70,17201,0,0
7,20,131,6,2024,720131,10,10061,0,0,20,-483,0,0,30,244,0,0,40,,0,0,50,125,0,0,60,0,0,0,70,9459,0,0
7,20,143,6,2024,720143,10,1440,0,0,20,174,0,0,30,22,0,0,40,,0,0,50,2,0,0,60,0,0,0,70,1594,0,0
7,20,168,6,2024,720168,10,3974,0,0,20,1782,0,0,30,190,0,0,40,,0,0,50,3,0,0,60,0,0,0,70,5569,0,0
7,20,186,6,2024,720186,10,1296,0,0,20,219,0,0,30,2,0,0,40,,0,0,50,60,0,0,60,0,0,0,70,1572,0,0
7,20,188,6,2024,720188,10,3948,0,0,20,-538,0,0,30,389,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,3022,0,0
7,20,194,6,2024,720194,10,5515,0,0,20,255,0,0,30,82,0,0,40,,0,0,50,161,0,0,60,0,0,0,70,5849,0,0
7,20,336,6,2024,720336,10,5433,0,0,20,74,0,0,30,63,0,0,40,,0,0,50,9,0,0,60,0,0,0,70,5452,0,0
7,20,345,6,2024,720345,10,18510,0,0,20,1470,0,0,30,861,0,0,40,,0,0,50,285,0,0,60,0,0,0,70,19405,0,0
7,20,376,6,2024,720376,10,9429,0,0,20,-4354,0,0,30,773,0,0,40,,0,0,50,25,0,0,60,0,0,0,70,4326,0,0
7,20,440,6,2024,720440,10,13771,0,0,20,292,0,0,30,436,0,0,40,,0,0,50,9,0,0,60,0,0,0,70,13635,0,0
7,20,899,6,2024,720899,10,7784,0,0,20,174,0,0,30,324,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,7634,0,0
7,20,922,6,2024,720922,10,1918,0,0,20,207,0,0,30,75,0,0,40,,0,0,50,52,0,0,60,0,0,0,70,2103,0,0
7,22,12,6,2024,722012,10,35429,0,0,20,3676,0,0,30,352,0,0,40,,0,0,50,56,0,0,60,0,0,0,70,38810,0,0
7,22,114,6,2024,722114,10,3695,0,0,20,31,0,0,30,852,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,2874,0,0
7,22,146,6,2024,722146,10,12380,0,0,20,3439,0,0,30,1918,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,13900,0,0
7,22,198,6,2024,722198,10,74000,0,0,20,-5522,0,0,30,5336,0,0,40,,0,0,50,2858,0,0,60,0,0,0,70,66000,0,0
7,22,216,6,2024,722216,10,28266,0,0,20,1138,0,0,30,4597,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,24807,0,0
7,22,233,6,2024,722233,10,40139,0,0,20,10720,0,0,30,6107,0,0,40,,0,0,50,1792,0,0,60,0,0,0,70,46544,0,0
7,22,313,6,2024,722313,10,4495,0,0,20,-27,0,0,30,1011,0,0,40,,0,0,50,2,0,0,60,0,0,0,70,3459,0,0
7,22,350,6,2024,722350,10,6784,0,0,20,670,0,0,30,972,0,0,40,,0,0,50,12,0,0,60,0,0,0,70,6494,0,0
7,22,406,6,2024,722406,10,772,0,0,20,87,0,0,30,7,0,0,40,,0,0,50,7,0,0,60,0,0,0,70,858,0,0
7,22,644,6,2024,722644,10,12699,0,0,20,2850,0,0,30,2131,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,13419,0,0
7,22,918,6,2024,722918,10,80661,0,0,20,54678,0,0,30,9519,0,0,40,,0,0,50,-526,0,0,60,0,0,0,70,125295,0,0
7,25,31,6,2024,725031,10,2232,0,0,20,545,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,2777,0,0
7,25,131,6,2024,725131,10,4049,0,0,20,360,0,0,30,569,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,3842,0,0
7,25,203,6,2024,725203,10,16974,0,0,20,4268,0,0,30,5229,0,0,40,,0,0,50,2227,0,0,60,0,0,0,70,18239,0,0
7,25,247,6,2024,725247,10,1938,0,0,20,-262,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1676,0,0
7,25,326,6,2024,725326,10,73004,0,0,20,2861,0,0,30,198,0,0,40,,0,0,50,504,0,0,60,0,0,0,70,76170,0,0
7,25,355,6,2024,725355,10,154500,0,0,20,7474,0,0,30,1550,0,0,40,,0,0,50,76,0,0,60,0,0,0,70,160500,0,0
7,25,429,6,2024,725429,10,1176,0,0,20,748,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1924,0,0
7,25,450,6,2024,725450,10,5695,0,0,20,5975,0,0,30,1429,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,10241,0,0
7,25,466,6,2024,725466,10,2486,0,0,20,221,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,2707,0,0
7,25,488,6,2024,725488,10,1609,0,0,20,-24,0,0,30,369,0,0,40,,0,0,50,1,0,0,60,0,0,0,70,1217,0,0
7,25,629,6,2024,725629,10,2782,0,0,20,-259,0,0,30,0,0,0,40,,0,0,50,36,0,0,60,0,0,0,70,2559,0,0
7,25,676,6,2024,725676,10,3083,0,0,20,199,0,0,30,55,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,3226,0,0
7,25,715,6,2024,725715,10,1187,0,0,20,42,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1229,0,0
7,25,818,6,2024,725818,10,7183,0,0,20,11291,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,18474,0,0
7,25,839,6,2024,725839,10,8300,0,0,20,-4737,0,0,30,758,0,0,40,,0,0,50,595,0,0,60,0,0,0,70,3400,0,0
7,25,940,6,2024,725940,10,2809,0,0,20,76,0,0,30,1007,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,1877,0,0
8,10,586,6,2024,810586,10,2488,0,0,20,231,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,2720,0,0
9,25,0,6,2024,925000,10,673938,0,3000,20,16322,0,-1000,30,6415,0,0,40,,0,0,50,245,0,0,60,0,0,0,70,684090,0,2000
20,0,2,6,2024,2000002,10,0,0,0,20,0,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,0,0,0
20,0,4,6,2024,2000004,10,37176,0,0,20,-100,0,0,30,1335,0,0,40,,0,0,50,67,0,0,60,0,0,0,70,35807,0,0
20,0,7,6,2024,2000007,10,0,0,0,20,0,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,0,0,0
20,0,9,6,2024,2000009,10,0,0,0,20,0,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,0,0,0
20,0,11,6,2024,2000011,10,0,0,0,20,0,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,0,0,0
20,0,12,6,2024,2000012,10,0,0,0,20,0,0,0,30,0,0,0,40,,0,0,50,0,0,0,60,0,0,0,70,0,0,0
