6,10,0,6,2024,610000,10,0,1000000,400000,20,0,0,0,30,0,0,0,40,0,0,0,50,0,1000000,400000,60,40000,75000,0,70,0,0,0,80,0,0,0,90,0,0,0,100,40000,75000,0,110,40000,1075000,400000
6,20,0,6,2024,620000,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,595,0,0,80,0,0,0,90,7437,0,0,100,8032,0,0,110,8032,0,0
6,22,0,6,2024,622000,10,12475000,2197322,3217326,20,0,0,0,30,0,0,0,40,0,0,0,50,12475000,2197322,3217326,60,4000000,1897322,362326,70,0,0,0,80,0,0,0,90,0,0,0,100,4000000,1897322,362326,110,16475000,4094644,3579651
7,10,261,6,2024,710261,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,269,6,2024,710269,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,454,6,2024,710454,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,549,6,2024,710549,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,551,6,2024,710551,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,566,6,2024,710566,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,862,6,2024,710862,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,924,6,2024,710924,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,973,6,2024,710973,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,981,6,2024,710981,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,985,6,2024,710985,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,10,990,6,2024,710990,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,33,6,2024,720033,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,40,6,2024,720040,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,60,6,2024,720060,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,66,6,2024,720066,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,131,6,2024,720131,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,143,6,2024,720143,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,168,6,2024,720168,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
7,20,186,6,2024,720186,10,0,0,0,20,0,0,0,30,0,0,0,40,0,0,0,50,0,0,0,60,0,0,0,70,0,0,0,80,0,0,0,90,0,0,0,100,0,0,0,110,0,0,0
