6,10,0,6,2024,610000,110,110762,110762,110762,4,120,339032,339032,339032,11,130,914817,912128,884764,27,140,0,0,0,0,150,0,0,0,0,160,1364612,1361922,1334558,42,210,49086,49074,47602,0,220,3218008,2784613,2645382,73,230,0,0,0,0,240,3267094,2833687,2692984,73,310,0,0,0,0,320,2708700,2571326,2391333,85,330,100000,100087,93081,0,340,0,0,0,0,350,2808700,2671412,2484413,85,410,429494,427946,385152,13,510,7869899,7294967,6897107,213
6,20,0,6,2024,620000,110,762046,762046,762046,14,120,940000,940000,940000,17,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,1702046,1702046,1702046,31,210,0,0,0,0,220,3931837,3424666,3253432,60,230,0,0,0,0,240,3931837,3424666,3253432,60,310,0,0,0,0,320,4687453,4246286,3949046,84,330,0,0,0,0,340,0,0,0,0,350,4687453,4246286,3949046,84,410,387644,385490,346941,11,510,10708980,9758488,9251465,186
6,22,0,6,2024,622000,110,2761983,2761983,2761983,6,120,1760000,1759929,1759929,0,130,6155383,6105986,5922806,39,140,0,0,0,0,150,0,0,0,0,160,10677366,10627898,10444719,45,210,352556,352454,341881,1,220,6097141,5615082,5334328,41,230,0,0,0,0,240,6449697,5967536,5676209,42,310,0,0,0,0,320,1223968,1056652,982686,8,330,3980152,3978816,3700299,28,340,0,0,0,0,350,5204120,5035468,4682986,36,410,4996465,4995024,4495521,34,510,27327648,26625926,25299434,157
7,10,990,6,2024,710990,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,20,168,6,2024,720168,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,31,6,2024,725031,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,326,6,2024,725326,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
7,25,676,6,2024,725676,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
9,25,0,6,2024,925000,110,2338963,2338963,2338963,4,120,1902000,1902000,1902000,17,130,8314327,8134595,7890555,35,140,0,0,0,0,150,0,0,0,0,160,12555290,12375558,12131518,56,210,4896647,4602941,4464853,18,220,4058922,3831211,3639650,18,230,0,0,0,0,240,8955569,8434152,8104503,36,310,2467980,2383068,2216253,7,320,19263539,18435858,17145348,87,330,0,0,0,0,340,0,0,0,0,350,21731519,20818926,19361601,94,410,151039,151172,136055,3,510,43393417,41779808,39733677,189
20,0,2,6,2024,2000002,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
20,0,11,6,2024,2000011,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
20,0,12,6,2024,2000012,110,0,0,0,0,120,0,0,0,0,130,0,0,0,0,140,0,0,0,0,150,0,0,0,0,160,0,0,0,0,210,0,0,0,0,220,0,0,0,0,230,0,0,0,0,240,0,0,0,0,310,0,0,0,0,320,0,0,0,0,330,0,0,0,0,340,0,0,0,0,350,0,0,0,0,410,0,0,0,0,510,0,0,0,0
