6,10,0,6,2024,610000,41721,3960,10561,106,0,35226,0,4521,6040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,3416,22704,1652,4260,243,2,100,2,0,0,35226,0,106,7
6,20,0,6,2024,620000,38601,-9997,1814,19,0,26809,35,1715,0,0,0,0,64,0,0,0,0,0,0,0,0,19,0,0,0,0,2610,2740,9694,1631,2187,240,7500,94,25,0,63,26809,0,0,23
6,22,0,6,2024,622000,29274,8000,2553,1957,98,36776,415,1771,364,0,0,0,3,0,0,6,1949,0,0,0,0,1,0,0,0,0,4076,20967,9908,766,245,10,410,10,0,0,383,36776,0,0,0
7,10,261,6,2024,710261,3224,-88,0,0,0,3136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,809,161,17,111,14,1,6,0,0,0,3136,0,0,1
7,10,269,6,2024,710269,12831,-1493,285,1,0,11055,0,285,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6311,2629,1994,44,3,17,10,11,36,0,0,11055,0,0,0
7,10,454,6,2024,710454,8655,-1697,1327,0,0,5631,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,238,852,58,96,10,30,11,0,0,0,5631,0,0,0
7,10,549,6,2024,710549,1950,-399,267,0,0,1283,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,678,241,186,14,156,5,0,2,0,0,0,1283,0,0,0
7,10,551,6,2024,710551,5756,95,0,8,0,5859,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2589,1674,1578,0,0,0,18,0,0,0,0,5859,0,0,0
7,10,566,6,2024,710566,27702,2391,98,141,0,30135,1,97,0,0,0,0,0,0,0,1,140,1,0,0,0,0,0,0,0,0,15817,7706,4612,715,392,44,124,0,720,0,0,30135,0,0,5
7,10,862,6,2024,710862,1064,37,0,1,0,1101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,967,18,61,14,1,3,37,0,0,0,0,1101,0,0,0
7,10,924,6,2024,710924,3442,-245,74,0,-88,3035,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2784,7,155,20,45,0,22,2,0,0,0,3035,0,0,0
7,10,973,6,2024,710973,1370,94,0,0,0,1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,229,29,5,1,3,28,1,0,0,0,1464,0,0,0
7,10,981,6,2024,710981,3341,-161,168,0,0,3013,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,115,74,43,4,9,6,7,0,0,0,3013,0,0,0
7,10,985,6,2024,710985,3493,1186,0,0,0,4679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2900,286,1406,7,4,13,57,6,0,0,0,4679,0,0,0
7,10,990,6,2024,710990,9004,2067,0,1,0,11072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7192,255,3312,4,8,12,284,4,0,0,0,11072,0,0,0
7,20,33,6,2024,720033,14806,1219,561,4,0,15467,0,561,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12495,2485,415,12,0,10,50,0,0,0,0,15467,0,0,0
7,20,40,6,2024,720040,2523,0,0,0,0,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,743,38,4,0,2,31,0,0,0,0,2523,0,0,0
7,20,60,6,2024,720060,1850,-72,325,0,0,1453,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,659,456,17,2,1,23,1,0,0,0,1453,0,0,0
7,20,66,6,2024,720066,16513,1152,563,99,0,17201,1,556,0,0,0,0,6,0,0,36,54,7,0,0,0,2,0,0,0,0,11584,3995,951,40,3,10,610,6,0,0,0,17201,0,0,0
7,20,131,6,2024,720131,10061,-483,244,125,0,9459,44,201,0,0,0,0,0,0,0,0,95,30,0,0,0,0,0,0,0,0,5138,2780,1257,11,3,22,232,17,0,0,0,9459,0,0,0
7,20,143,6,2024,720143,1440,174,22,2,0,1594,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1113,303,89,3,2,2,80,1,0,0,0,1594,0,0,0
7,20,168,6,2024,720168,3974,1782,190,3,0,5569,0,190,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1697,3048,714,46,10,0,12,2,41,0,0,5569,0,0,0
7,20,186,6,2024,720186,1296,219,2,60,0,1572,1,1,0,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,0,913,467,107,16,2,2,65,1,0,0,0,1572,0,0,0
7,20,188,6,2024,720188,3948,-538,389,1,0,3022,0,389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,983,1525,440,47,18,3,3,4,0,0,0,3022,0,0,0
7,20,194,6,2024,720194,5515,255,82,161,0,5849,0,82,0,0,0,0,0,0,0,5,154,2,0,0,0,0,0,0,0,0,3376,2184,165,18,1,2,104,1,0,0,0,5849,0,0,0
7,20,336,6,2024,720336,5433,74,63,9,0,5452,41,22,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4207,1078,139,10,0,0,15,1,0,0,0,5452,0,0,2
7,20,345,6,2024,720345,18510,1470,861,285,0,19405,1,860,0,0,0,0,0,0,0,284,1,0,0,0,0,0,0,0,0,0,8659,6953,2978,314,106,20,281,33,60,0,0,19405,0,0,0
7,20,376,6,2024,720376,9429,-4354,773,25,0,4326,0,773,0,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,2417,787,813,152,57,19,73,8,0,0,0,4326,0,0,1
7,20,440,6,2024,720440,13771,292,436,9,0,13635,10,426,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,5928,5367,2244,22,5,6,43,2,19,0,0,13635,0,0,0
7,20,899,6,2024,720899,7784,174,324,0,0,7634,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2843,2136,2130,80,20,2,410,0,11,0,0,7634,0,0,0
7,20,922,6,2024,720922,1918,207,75,52,0,2103,0,26,49,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,0,0,852,767,409,13,2,1,60,0,0,0,0,2103,0,0,0
7,22,12,6,2024,722012,35429,3676,352,56,0,38810,20,257,72,0,1,0,2,0,0,21,24,0,0,0,0,11,0,0,0,0,10277,7355,19125,488,461,20,1031,53,0,0,0,38810,0,0,0
7,22,114,6,2024,722114,3695,31,852,0,0,2874,0,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,325,1639,439,301,3,0,19,0,0,0,2874,0,0,2
7,22,146,6,2024,722146,12380,3439,1918,0,0,13900,759,569,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2579,1222,8796,711,511,54,0,18,0,0,0,13900,0,0,9
7,22,198,6,2024,722198,74000,-5522,5336,2858,0,66000,3779,673,67,0,0,0,1,0,0,471,2283,104,0,0,0,0,0,0,0,0,30252,13132,7933,633,4656,246,1087,58,0,0,0,66000,816,0,8004
7,22,216,6,2024,722216,28266,1138,4597,0,0,24807,0,4544,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,3366,14151,2942,2225,99,2,156,0,0,0,24807,0,0,16
7,22,233,6,2024,722233,40139,10720,6107,1792,0,46544,20,4456,1617,0,0,0,13,0,0,155,1630,0,0,0,0,7,0,0,0,0,30318,14017,920,0,0,0,1078,0,0,0,0,46544,0,0,210
7,22,313,6,2024,722313,4495,-27,1011,2,0,3459,2,1009,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2193,548,458,89,144,2,7,17,0,0,0,3459,0,0,0
7,22,350,6,2024,722350,6784,670,972,12,0,6494,0,970,1,0,0,0,0,0,0,1,4,0,0,0,0,7,0,0,0,0,3029,2324,922,118,84,1,16,0,0,0,0,6494,0,0,0
7,22,406,6,2024,722406,772,87,7,7,0,858,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,423,307,90,38,0,0,1,0,0,0,0,858,0,0,0
7,22,644,6,2024,722644,12699,2850,2131,1,0,13419,738,852,541,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5246,946,6119,678,345,13,57,14,0,0,0,13419,0,0,0
7,22,918,6,2024,722918,80661,54678,9519,-526,0,125295,3032,4571,1896,0,0,0,20,0,0,-140,332,-718,0,0,0,0,0,0,0,0,18410,50662,48902,2145,2353,163,323,61,1957,0,0,125295,0,0,319
7,25,31,6,2024,725031,2232,545,0,0,0,2777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,930,862,94,59,0,0,0,0,0,0,2777,0,0,0
7,25,131,6,2024,725131,4049,360,569,1,0,3842,0,569,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1830,605,570,707,130,0,0,0,0,0,0,3842,0,0,0
7,25,203,6,2024,725203,16974,4268,5229,2227,0,18239,2369,2045,816,0,0,0,0,0,0,4,805,1418,0,0,0,0,0,0,0,0,7454,6147,4631,0,8,0,0,0,0,0,0,18239,0,0,0
7,25,247,6,2024,725247,1938,-262,0,0,0,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,440,420,21,30,0,0,0,0,0,0,1676,0,0,0
7,25,326,6,2024,725326,73004,2861,198,504,0,76170,0,198,0,0,0,0,0,0,0,7,496,0,0,0,0,0,0,0,0,0,21302,22826,27175,2016,1555,423,845,28,0,0,0,76170,0,0,0
7,25,355,6,2024,725355,154500,7474,1550,76,0,160500,12,1535,3,0,0,0,1,0,0,41,30,3,0,0,0,2,0,0,0,0,62412,49437,36798,3414,3600,1311,323,213,2631,0,0,160500,0,0,362
