6,10,0,6,2024,610000,0,0,0,0,0,0,0,0,0,27,27,0,-2390,0,-2416,0,2416
6,20,0,6,2024,620000,105,127,22,0,0,0,-197,0,197,-18,644,662,-97,0,12,12,0
6,22,0,6,2024,622000,-3,0,3,-29,2,30,0,0,0,3482,7295,3813,3450,0,0,0,0
7,10,261,6,2024,710261,0,0,0,0,0,0,235,235,0,0,0,0,235,0,0,0,0
7,10,269,6,2024,710269,0,0,0,442,442,0,261,261,,0,0,0,703,0,0,0,0
7,10,454,6,2024,710454,0,0,0,0,0,0,84,101,17,0,0,0,85,0,1,1,0
7,10,549,6,2024,710549,0,0,0,0,0,0,-4,0,4,0,0,0,-4,0,0,0,0
7,10,551,6,2024,710551,0,0,0,0,0,0,36,45,9,0,0,0,36,0,0,0,0
7,10,566,6,2024,710566,0,0,0,79,79,0,792,799,6,0,0,0,872,0,0,0,0
7,10,862,6,2024,710862,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
7,10,924,6,2024,710924,0,0,0,0,0,0,127,127,0,0,0,0,127,0,0,0,0
7,10,973,6,2024,710973,0,0,0,0,0,0,25,25,0,0,0,0,25,0,0,0,0
7,10,981,6,2024,710981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,985,6,2024,710985,0,0,0,-57,0,57,37,39,3,0,0,0,-20,0,0,0,0
7,10,990,6,2024,710990,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
7,20,33,6,2024,720033,0,0,0,0,7,7,233,233,0,0,0,0,233,0,0,0,0
7,20,40,6,2024,720040,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
7,20,60,6,2024,720060,0,0,0,7,12,5,0,0,0,0,0,0,7,0,0,0,0
7,20,66,6,2024,720066,0,0,0,0,0,0,158,169,11,160,167,7,1668,0,1350,1348,2
7,20,131,6,2024,720131,0,0,0,0,0,0,0,0,0,15,15,0,23,0,8,8,0
7,20,143,6,2024,720143,0,0,0,0,0,0,42,42,0,22,22,0,106,0,43,43,0
7,20,168,6,2024,720168,0,0,0,0,0,0,-3,0,3,5,5,0,2,0,0,0,0
7,20,186,6,2024,720186,0,0,0,0,0,0,0,0,0,0,0,0,107,0,107,107,0
7,20,188,6,2024,720188,0,0,0,63,63,0,0,0,0,29,29,0,141,0,49,49,0
7,20,194,6,2024,720194,0,0,0,1,1,0,70,70,0,15,15,0,113,0,27,27,0
7,20,336,6,2024,720336,0,0,0,0,0,0,140,141,1,47,47,0,289,0,101,101,0
7,20,345,6,2024,720345,0,0,0,1,1,0,568,574,6,91,91,0,669,0,9,9,0
7,20,376,6,2024,720376,0,0,0,0,0,0,163,269,106,27,27,0,262,0,72,72,0
7,20,440,6,2024,720440,0,0,0,0,0,0,2,51,49,3,3,0,9,0,3,3,0
7,20,899,6,2024,720899,0,0,0,0,0,0,0,0,0,66,66,0,66,0,0,0,0
7,20,922,6,2024,720922,0,0,0,0,0,0,0,0,0,170,170,0,190,0,19,19,0
7,22,12,6,2024,722012,8,8,0,-26,2,28,0,0,0,3775,3775,0,3757,0,0,0,0
7,22,114,6,2024,722114,0,0,0,0,0,0,0,0,0,423,423,0,423,0,0,0,0
7,22,146,6,2024,722146,0,0,0,0,0,0,33,33,0,1559,1559,0,1592,0,0,0,0
7,22,198,6,2024,722198,0,0,0,0,0,0,47,47,0,7600,13087,5487,7647,0,0,0,0
7,22,216,6,2024,722216,0,0,0,-24,0,24,-142,0,142,1044,3991,2947,879,0,0,0,0
7,22,233,6,2024,722233,0,0,0,0,0,0,1049,1651,602,4907,9145,4238,6142,0,185,731,546
7,22,313,6,2024,722313,0,0,0,-85,0,85,718,934,215,528,528,0,1161,0,0,0,0
7,22,350,6,2024,722350,0,0,0,0,0,0,-3,0,3,643,643,0,640,0,0,0,0
7,22,406,6,2024,722406,0,0,0,-22,0,22,0,0,0,241,246,5,219,0,0,0,0
7,22,644,6,2024,722644,0,0,0,-22,1,24,0,0,0,1796,1796,0,1412,0,-362,0,362
7,22,918,6,2024,722918,0,0,0,-137,16,154,257,273,15,6190,12594,6403,6056,0,-254,3,257
7,25,31,6,2024,725031,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0
7,25,131,6,2024,725131,0,0,0,-7,0,7,0,0,0,-13,0,13,-20,0,0,0,0
7,25,203,6,2024,725203,0,0,0,0,0,0,-83,0,83,109,109,0,26,0,0,0,0
7,25,247,6,2024,725247,0,0,0,0,0,0,21,21,0,0,0,0,21,0,0,0,0
7,25,326,6,2024,725326,0,0,0,0,0,0,301,301,0,825,1015,189,1126,0,0,0,0
7,25,355,6,2024,725355,0,0,0,-4550,0,4550,-49,33,82,-119,0,119,-4718,0,0,0,0
7,25,429,6,2024,725429,0,0,0,0,0,0,29,29,0,-14,0,14,15,0,0,0,0
7,25,450,6,2024,725450,0,0,0,0,0,0,24,24,0,0,0,0,24,0,0,0,0
7,25,466,6,2024,725466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,488,6,2024,725488,0,0,0,0,0,0,19,19,0,0,0,0,19,0,0,0,0
7,25,629,6,2024,725629,0,0,0,0,0,0,63,63,0,0,0,0,63,0,0,0,0
7,25,676,6,2024,725676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,715,6,2024,725715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
