7,25,247,6,2024,725247,10,1385919,2288,0,1388206,20,0,0,0,0,54,0,0,0,0,56,8510,0,822,9331,60,1394428,2288,822,1397538,80,,,,4102
7,25,326,6,2024,725326,10,11929272,32598,328,11962198,20,0,0,0,0,54,0,0,0,0,56,7763,1027,27036,35826,60,11937035,33626,27364,11998025,80,,,,26025
7,25,355,6,2024,725355,10,29950588,177478,88114,30216180,20,0,0,0,0,54,0,0,0,0,56,43043,28337,113483,184864,60,29993631,205815,201597,30401044,80,,,,33873
7,25,429,6,2024,725429,10,1855239,696,557,1856492,20,0,0,0,0,54,0,0,0,0,56,4138,9106,444,13689,60,1859377,9802,1001,1870181,80,,,,4369
7,25,450,6,2024,725450,10,4465838,46537,19499,4531874,20,0,0,0,0,54,0,0,0,0,56,27309,12924,26016,66249,60,4493148,59461,45514,4598123,80,,,,5193
7,25,466,6,2024,725466,10,758819,106,0,758924,20,0,0,0,0,54,0,0,0,0,56,2804,0,4180,6984,60,761623,106,4180,765908,80,,,,1213
7,25,488,6,2024,725488,10,1029564,8742,0,1038306,20,0,0,0,0,54,0,0,0,0,56,1810,0,0,1810,60,1031374,8742,0,1040116,80,,,,2687
7,25,629,6,2024,725629,10,1884485,6928,1218,1892630,20,0,0,0,0,54,0,0,0,0,56,3137,257,813,4207,60,1887622,7185,2031,1896838,80,,,,6378
7,25,676,6,2024,725676,10,1575519,10393,8252,1594164,20,0,0,0,0,54,0,0,0,0,56,1020,47,3009,4077,60,1576540,10440,11262,1598241,80,,,,1738
7,25,715,6,2024,725715,10,504842,81,0,504922,20,0,0,0,0,54,3,0,0,3,56,0,0,0,0,60,504845,81,0,504925,80,,,,1728
7,25,818,6,2024,725818,10,2366313,80951,2234,2449498,20,0,0,0,0,54,0,0,0,0,56,19199,25027,1088,45313,60,2385512,105977,3321,2494810,80,,,,2847
7,25,839,6,2024,725839,10,2958533,2598,34,2961165,20,0,0,0,0,54,0,0,0,0,56,25819,0,696,26515,60,2984352,2598,730,2987680,80,,,,10631
7,25,940,6,2024,725940,10,1579957,8401,0,1588358,20,0,0,0,0,54,0,0,0,0,56,450,36,2841,3328,60,1580408,8437,2841,1591686,80,,,,3962
8,10,586,6,2024,810586,10,1078708,2593,393,1081694,20,0,0,0,0,54,0,0,0,0,56,2655,0,209,2864,60,1081364,2593,602,1084558,80,,,,2731
9,25,0,6,2024,925000,10,150993941,40678,8116,151042736,20,0,0,0,0,54,0,0,407,407,56,140197,8768,22588,171553,60,151134139,49446,31112,151214696,80,,,,57805
20,0,2,6,2024,2000002,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
20,0,4,6,2024,2000004,10,4179799,33345,5254,4218398,20,0,0,0,0,54,0,0,407,407,56,9110,1220,10924,21254,60,4188909,34565,16586,4240059,80,,,,29505
20,0,11,6,2024,2000011,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
20,0,12,6,2024,2000012,10,0,0,0,0,20,0,0,0,0,54,0,0,0,0,56,0,0,0,0,60,0,0,0,0,80,,,,0
