6,10,0,6,2024,610000,0,0,2432,0,0,0,5503,7935
6,20,0,6,2024,620000,0,192,2855,0,0,0,26828,29875
6,22,0,6,2024,622000,0,0,1454,20784,0,0,2727,24965
7,10,261,6,2024,710261,1152,0,1460,0,0,0,760,3372
7,10,269,6,2024,710269,139,0,750,0,0,110,1050,2049
7,10,454,6,2024,710454,1,0,197,0,0,1,819,1018
7,10,549,6,2024,710549,1,0,42,0,0,0,229,272
7,10,551,6,2024,710551,0,0,31,0,0,0,223,255
7,10,566,6,2024,710566,1449,0,2260,5,0,222,2811,6748
7,10,862,6,2024,710862,0,0,94,0,0,0,91,185
7,10,924,6,2024,710924,0,0,40,0,0,0,353,393
7,10,973,6,2024,710973,0,0,71,0,0,0,270,341
7,10,981,6,2024,710981,0,0,119,0,0,0,388,507
7,10,985,6,2024,710985,29,0,136,0,0,0,126,292
7,10,990,6,2024,710990,0,0,105,0,0,0,478,584
7,20,33,6,2024,720033,125,53,-211,0,0,0,888,855
7,20,40,6,2024,720040,0,36,235,0,0,0,182,454
7,20,60,6,2024,720060,0,0,36,0,0,0,37,73
7,20,66,6,2024,720066,376,13,2427,0,0,0,1268,4084
7,20,131,6,2024,720131,9,22,30,0,0,0,162,222
7,20,143,6,2024,720143,9,0,92,0,0,0,262,363
7,20,168,6,2024,720168,0,1,263,0,0,0,220,484
7,20,186,6,2024,720186,0,0,27,0,0,0,103,130
7,20,188,6,2024,720188,1565,4,27,0,0,0,491,2087
7,20,194,6,2024,720194,2,2,110,0,0,0,647,760
7,20,336,6,2024,720336,50,58,423,0,0,0,346,878
7,20,345,6,2024,720345,2398,0,635,0,0,0,1908,4941
7,20,376,6,2024,720376,1194,0,204,0,0,0,456,1853
7,20,440,6,2024,720440,13,51,1495,0,0,0,718,2277
7,20,899,6,2024,720899,45,23,204,0,0,0,697,969
7,20,922,6,2024,720922,1,12,408,0,0,0,146,568
7,22,12,6,2024,722012,3335,583,7508,0,0,0,206,11632
7,22,114,6,2024,722114,1242,69,278,0,0,0,28,1617
7,22,146,6,2024,722146,2398,110,1548,0,0,0,244,4299
7,22,198,6,2024,722198,2346,0,8912,0,0,0,21888,33146
7,22,216,6,2024,722216,4097,153,8406,0,0,0,-96,12559
7,22,233,6,2024,722233,488,1780,17438,0,0,0,-209,19496
7,22,313,6,2024,722313,1,77,781,0,0,0,16,875
7,22,350,6,2024,722350,11,110,1074,0,0,0,44,1239
7,22,406,6,2024,722406,19,36,17,0,0,0,2,75
7,22,644,6,2024,722644,201,353,2879,0,0,0,15,3447
7,22,918,6,2024,722918,11102,1594,15477,0,0,0,5102,33274
7,25,31,6,2024,725031,0,0,83,1,0,0,1,85
7,25,131,6,2024,725131,7,0,441,168,0,0,890,1506
7,25,203,6,2024,725203,917,2977,6188,981,0,0,6478,17541
7,25,247,6,2024,725247,64,0,73,3,0,0,429,569
7,25,326,6,2024,725326,9921,1614,1291,0,0,0,3265,16091
7,25,355,6,2024,725355,5608,429,7991,33,0,0,347,14407
7,25,429,6,2024,725429,48,0,305,128,0,0,661,1142
7,25,450,6,2024,725450,27,0,302,7,0,0,1365,1701
7,25,466,6,2024,725466,3,0,-6,1,0,0,200,198
7,25,488,6,2024,725488,50,0,108,121,0,0,310,589
7,25,629,6,2024,725629,7,0,179,192,0,0,504,882
7,25,676,6,2024,725676,25,0,210,4,0,0,466,705
7,25,715,6,2024,725715,79,0,89,56,0,0,123,346
7,25,818,6,2024,725818,1,0,223,5,0,0,709,938
7,25,839,6,2024,725839,136,0,384,281,0,0,707,1508
7,25,940,6,2024,725940,12,0,229,182,0,0,568,991
8,10,586,6,2024,810586,3,0,105,0,0,0,305,413
9,25,0,6,2024,925000,0,0,70448,0,0,0,0,70448
20,0,2,6,2024,2000002,0,0,0,0,0,0,10500,10500
20,0,4,6,2024,2000004,0,0,313,0,0,0,0,313
20,0,7,6,2024,2000007,0,0,0,0,0,0,21667,21667
20,0,9,6,2024,2000009,0,0,0,0,0,0,6903,6903
20,0,11,6,2024,2000011,0,0,0,0,0,0,2712,2712
20,0,12,6,2024,2000012,0,0,0,0,0,0,13919,13919
