6,10,0,6,2024,610000,1119672,1157639,426216,3092969,284360,746980,1450478,241805,1115,91663,4399,21788611,51217,30459130,0,0,0,127459,1845,0,0,0,2,46,0,0,0,0,276,0,0,0,0,0,16065,2007,,,,2862099,17526,111298,102046,1175393,0,0,,0,0,2396751,127261,2524011
6,20,0,6,2024,620000,1139139,1211345,537228,2128768,115297,781777,1386231,290761,3237258,110348,1303,23890602,173666,35008373,1303,0,0,0,5512,0,101772,425492,4,2,0,0,0,0,6234,1112,0,0,0,0,18459,4649,,,,1921665,3451,56272,147380,941983,0,0,,0,7987,2649048,0,2649048
6,22,0,6,2024,622000,9444020,8618238,69111,1785206,238039,171451,233758,47534,722328,22290,0,133961356,766578,156101430,0,0,0,0,18837,0,0,0,9,219,0,0,0,0,7940,8888,266,4755957,0,0,72677,21521,,,,1669455,102111,7920,5719,682721,0,0,,0,0,9327809,0,9327809
7,10,261,6,2024,710261,1880359,358217,21446,85530,43484,15865,6468,12916,972,5825,0,0,0,2431785,0,0,0,0,11025,2281,569162,0,0,0,110,5,92032,3787,0,0,0,0,0,2177666,1030,704,,,,85530,0,0,0,165095,0,0,,0,0,261970,0,261970
7,10,269,6,2024,710269,1464400,1133856,11759,223447,60638,20505,8511,10221,6121,12021,7371,0,0,2981723,0,0,0,43512,158710,138,93266,0,0,0,96,4,199052,13430,2848,0,0,0,0,2780160,1148,22872,,,,223447,0,0,0,255741,0,0,,0,0,405493,0,405493
7,10,454,6,2024,710454,2361773,240393,22613,196400,62246,43080,38794,11562,11717,13862,1168,0,0,3003607,0,0,818,0,19833,0,116022,0,0,0,737,26,561450,20474,147,0,0,0,0,2558452,1181,0,,,,196400,0,0,0,267801,0,0,,0,0,441481,0,441481
7,10,549,6,2024,710549,480988,109653,5229,47292,23759,13100,7751,7074,757,4809,0,0,0,700411,0,0,0,0,0,0,28626,0,0,0,79,2,50745,8633,258,0,0,0,0,581149,272,0,,,,47292,0,0,0,109513,0,0,,0,0,122829,0,122829
7,10,551,6,2024,710551,647783,11921,0,8426,1858,0,0,0,23823,0,255,0,0,694066,0,0,0,0,0,0,0,10976,0,0,359,2,70711,513,83,0,0,0,0,601929,298,0,,,,8426,0,0,0,87,0,0,,0,0,98093,0,98093
7,10,566,6,2024,710566,9161777,1746739,105315,952290,92475,198074,183471,50846,80386,0,18875,0,0,12591916,0,0,0,1790021,18042,0,7079,2375725,0,0,581,28,375275,18607,10440,947,346,0,0,10975202,5069,1667,,,,952290,0,0,0,564583,0,0,,0,0,1724022,398267,2122289
7,10,862,6,2024,710862,319611,13120,2659,15571,2819,6613,2533,3006,10561,0,0,0,0,376494,0,0,0,0,59432,2238,0,18047,0,0,177,7,76965,2750,0,0,0,0,0,317589,122,0,,,,15571,0,0,0,49592,0,0,,0,0,63365,0,63365
7,10,924,6,2024,710924,871930,86099,571,50839,14392,8642,2904,0,6904,1824,0,0,0,1044104,0,0,0,0,12362,0,0,0,0,0,392,13,130431,6256,0,143,0,0,0,859353,384,0,,,,50839,0,0,0,151175,0,0,,0,0,185449,0,185449
7,10,973,6,2024,710973,836300,154451,1203,28279,8717,4163,2999,3609,14544,2500,0,0,0,1056765,0,0,0,0,12481,0,0,4454,0,0,84,5,28248,1682,321,0,0,0,0,889502,401,0,,,,28279,0,0,0,105250,0,0,,0,0,156060,0,156060
7,10,981,6,2024,710981,1266735,138397,5507,38954,9460,20323,19343,9817,3075,13881,0,0,0,1525493,0,0,0,0,77914,2837,46099,0,0,0,262,11,147112,11303,0,0,0,0,0,1325582,581,0,,,,38954,0,0,0,138427,0,0,,0,0,204459,0,204459
7,10,985,6,2024,710985,810988,160234,4247,66213,30258,4732,4998,9347,15004,6830,0,0,0,1112851,0,0,0,0,98170,0,11189,61849,0,0,14,1,4882,61,1913,0,0,0,0,990120,425,0,,,,66213,0,0,0,98134,0,0,,0,0,133524,0,133524
7,10,990,6,2024,710990,1005813,152821,10335,52217,30585,4222,12276,13253,62171,7762,0,0,0,1351454,0,0,0,0,14935,0,0,0,0,0,18,0,4736,0,3549,0,0,0,0,1129213,0,0,,,,52217,0,0,0,132955,0,0,,0,0,224464,0,224464
7,20,33,6,2024,720033,2459305,543318,6974,116562,21724,10271,0,18417,22490,0,0,0,0,3199061,0,0,0,0,133708,250,0,3222,0,0,90,4,10233,343,500,550,26,0,0,2630243,0,0,,,,82311,10076,10335,13838,223081,0,0,,0,0,576385,0,576385
7,20,40,6,2024,720040,535320,199676,0,5328,6775,1147,104,691,10001,0,0,0,0,759041,0,0,0,0,73894,0,340,0,0,0,462,39,52216,1646,245,182,68,0,0,623684,0,0,,,,4164,0,0,1164,64381,0,0,,0,807,136257,0,136257
7,20,60,6,2024,720060,54981,53358,1158,41076,154,10639,1230,2189,4482,2028,0,0,0,171295,0,0,0,0,25355,0,0,0,0,0,0,0,0,0,393,357,0,0,0,111731,0,0,,,,32519,0,0,8557,44297,0,0,,0,0,60539,0,60539
7,20,66,6,2024,720066,3085810,777849,9640,210316,48590,21576,3700,16461,194335,11911,0,0,0,4380427,0,0,0,0,238749,0,440,0,0,0,214,21,69771,10169,3005,1312,802,0,0,3636568,1714,239,,,,150331,21409,9893,28682,241155,0,0,,0,2765,764705,0,764705
7,20,131,6,2024,720131,410358,207523,3542,34664,17796,2743,689,5846,15470,1128,0,0,0,699759,0,0,0,0,79040,0,0,0,0,0,204,20,66473,6607,79,334,0,0,0,576422,0,0,,,,30423,1186,649,2405,63348,0,0,,0,0,123267,0,123267
7,20,143,6,2024,720143,527570,162380,2992,35114,16370,4386,2607,4544,37499,3454,89,0,0,797006,88,0,0,0,3535,0,0,9620,0,0,56,7,5344,1344,50,1351,0,0,0,597285,0,0,,,,27943,4343,0,2828,62900,0,0,,0,10,198691,0,198691
7,20,168,6,2024,720168,341808,175412,2645,73352,24715,13052,3008,3704,2480,2119,2051,0,0,644345,2044,0,0,0,32432,0,86640,281,0,0,220,8,64075,1081,348,89,0,0,0,536629,251,0,,,,66969,3721,389,2272,62570,0,0,,0,0,113860,9922,123782
7,20,186,6,2024,720186,273047,63654,1718,19602,7229,6436,1735,1656,16876,1188,0,0,0,393141,0,0,0,0,11762,0,11347,0,0,0,43,0,37850,0,34,0,0,0,0,299152,0,0,,,,17993,0,519,1090,43268,0,0,,0,0,92944,0,92944
7,20,188,6,2024,720188,507687,145976,11477,89611,43742,23737,11030,3241,18096,6453,0,0,0,861049,0,0,0,0,6804,0,178301,0,0,0,29,5,10525,1504,4,4222,0,0,0,811855,0,0,,,,79427,7812,0,2371,114549,0,0,,0,260,132384,814,133199
7,20,194,6,2024,720194,1717546,340207,142,79988,18928,19692,7194,3050,60989,398,0,0,0,2248134,0,0,0,0,19164,0,1015,0,0,0,268,14,38095,556,3192,2181,0,0,0,1779717,0,0,,,,78095,0,1893,0,140398,0,0,,0,0,474568,0,474568
7,20,336,6,2024,720336,1191777,241613,1591,36341,6126,6619,0,2405,18659,2076,0,0,0,1507206,0,0,0,0,86590,57,6091,155837,0,0,12,0,1548,0,1111,0,0,0,0,1235975,544,0,,,,27225,300,130,8686,84833,0,0,,0,56,270765,0,270765
7,20,345,6,2024,720345,3800139,1545910,130220,691080,178134,228842,117006,37514,102419,65186,4539,0,0,6900988,4520,0,0,278087,93213,2063,80,0,0,0,1345,84,151470,7037,4272,533,252,0,0,5739331,0,0,,,,621564,26544,15312,27661,412382,0,0,,0,360,1167938,0,1167938
7,20,376,6,2024,720376,874020,227082,30608,180541,37338,65196,47545,26063,21604,18141,0,0,0,1532638,0,3,114,107652,22711,0,0,0,0,0,26,0,32208,0,0,0,86,0,0,1175226,0,4499,,,,165396,1357,0,13788,181832,0,0,,0,10,347928,0,347928
7,20,440,6,2024,720440,1526621,837703,34913,162319,66921,22939,4614,12062,60688,4170,3756,0,0,2736749,3737,0,0,0,48508,0,21140,16978,0,0,44,1,20071,88,1923,1338,0,0,0,2251725,0,43,,,,147268,2404,1298,11349,212832,0,0,,0,0,476469,0,476469
7,20,899,6,2024,720899,1864503,658996,2158,231544,43841,33312,9714,2808,138354,397,1112,0,0,3229560,1109,0,0,26852,1021992,0,4897,0,0,0,1279,74,223097,12670,485,651,0,0,0,2783841,0,242821,,,,202398,19646,2596,6904,220623,0,0,,0,0,480291,0,480291
7,20,922,6,2024,720922,343230,198983,1349,24980,9946,9348,1630,905,28942,71,0,0,0,630156,0,0,0,0,64325,0,0,692,0,0,212,8,33779,434,734,0,0,0,29,506178,222,10771,,,,16825,8155,0,0,97022,0,0,,0,288,122339,0,122339
7,22,12,6,2024,722012,6520471,2264641,269875,2531331,119960,431453,200527,83198,277972,63572,0,0,0,12773549,0,0,0,1761858,369644,0,594,0,0,0,1105,39,525903,8812,3301,3053,0,0,0,10733700,0,10549,,,,2477129,11097,0,43104,745347,0,0,,0,0,2152129,0,2152129
7,22,114,6,2024,722114,536945,402377,39054,305184,12249,63913,85400,12403,0,9311,0,0,0,1468776,0,0,0,0,30116,0,0,0,0,0,369,16,91051,3608,0,0,0,0,0,1167612,0,1940,,,,290849,657,1991,11686,141308,0,0,,0,0,322621,0,322621
7,22,146,6,2024,722146,3267179,827137,87728,1259907,168088,230235,265651,63343,0,29020,0,0,0,6343564,0,0,0,0,337991,0,0,0,0,0,184,6,107148,8696,2165,0,0,0,0,5758922,0,145276,,,,1234703,25203,0,0,367997,0,0,,0,0,1057332,0,1057332
