700,14964,,,0,,,,0,,14964,,,,,,,,
800,2977305,,,41,,,,130824,30091,2812139,4210,0,,,0,0,0,
900,884,1.0000,884,0,,,,0,0,884,0,,,,,,,
1000,169,0.5000,84,0,,,,0,0,84,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,430,0.5000,215,0,,,,0,0,215,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,50773,0.2000,10155,0,,,,383,79,9656,37,,,,,,,
1320,268527,0.5000,134263,0,,,,1514,56,132693,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,1897,135,143533,37,,0,0,0,0,0,
1900,,,,41,0,0,0,132721,30226,2955672,4247,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,26544,15113,2955672,6370,0,0,0,0,0,0,
3003699,51038,51038,3003699,0,3003699,2997037
7,10,549,6,2024,710549,
100,3,,,3,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,697391,,,0,,,,21686,4847,669879,976,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,7822,,,0,,,,0,,7822,,,,,,,,
800,705215,,,3,,,,21686,4847,677700,976,0,,,0,0,0,
900,1628,1.0000,1628,0,,,,0,0,1628,0,,,,,,,
1000,54,0.5000,27,0,,,,0,0,27,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,26635,0.2000,5327,0,,,,0,0,5319,8,,,,,,,
1320,72858,0.5000,36429,0,,,,0,1,36428,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,1,43401,8,,0,0,0,0,0,
1900,,,,3,0,0,0,21686,4848,721101,984,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,4337,2424,721101,1476,0,0,0,0,0,0,
729339,11363,11363,729339,0,729339,727793
7,10,551,6,2024,710551,
100,4,,,4,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,709315,,,0,,,,0,49185,646277,13853,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,8929,,,0,,,,0,,8929,,,,,,,,
800,718249,,,4,,,,0,49185,655206,13853,0,,,0,0,0,
900,0,1.0000,0,0,,,,0,0,0,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,490,0.2000,98,0,,,,0,0,98,0,,,,,,,
1320,12635,0.5000,6318,0,,,,0,0,6300,18,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,0,0,6398,18,,0,0,0,0,0,
1900,,,,4,0,0,0,0,49185,661604,13871,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,0,24593,661604,20806,0,0,0,0,0,0,
707003,12152,12152,707003,0,707003,701177
7,10,566,6,2024,710566,
100,0,,,0,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,22662,,,0,,,,836,0,21826,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,43,,,,,,,0,,,,,,,43,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,12475049,,,0,,,,23505,159059,12258361,34123,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,140234,,,0,,,,0,,140234,,,,,,,,
800,12637988,,,0,,,,24341,159059,12420421,34123,0,,,43,0,0,
900,60567,1.0000,60567,0,,,,0,0,60567,0,,,,,,,
1000,1352,0.5000,676,0,,,,0,0,676,0,,,,,,,
1110,33,0.2000,7,0,,,,0,0,7,0,,,,,,,
1120,8253,0.5000,4127,0,,,,0,0,4127,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,584986,0.2000,116997,0,,,,303,0,116046,648,,,,,,,
1320,1373537,0.5000,686768,0,,,,0,0,686673,95,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,303,0,868095,744,,0,0,0,0,0,
1900,,,,0,0,0,0,24644,159059,13288516,34867,0,0,0,43,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,4929,79530,13288516,52300,0,0,0,542,0,0,
13425817,214736,215781,13424772,0,13424772,13396966
7,10,862,6,2024,710862,
100,138,,,138,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,372021,,,0,,,,57071,12194,302345,411,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,6002,,,0,,,,0,,6002,,,,,,,,
800,378161,,,138,,,,57071,12194,308347,411,0,,,0,0,0,
900,37,1.0000,37,0,,,,0,0,37,0,,,,,,,
1000,9,0.5000,4,0,,,,0,0,4,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,2830,0.2000,566,0,,,,0,38,528,0,,,,,,,
1320,19965,0.5000,9983,0,,,,4,808,9170,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,4,847,9739,0,,0,0,0,0,0,
1900,,,,138,0,0,0,57076,13041,318086,411,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,11415,6521,318086,616,0,0,0,0,0,0,
336638,6427,6427,336638,0,336638,335564
7,10,924,6,2024,710924,
100,59,,,58,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1032698,,,0,,,,12026,10885,1006810,2977,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,6280,,,0,,,,0,,6280,,,,,,,,
800,1039037,,,58,,,,12026,10885,1013090,2977,0,,,0,0,0,
900,2541,1.0000,2541,0,,,,0,0,2541,0,,,,,,,
1000,6,0.5000,3,0,,,,0,0,3,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,29636,0.2000,5927,0,,,,118,0,5809,1,,,,,,,
1320,56117,0.5000,28058,0,,,,0,13,28046,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,118,13,36399,1,,0,0,0,0,0,
1900,,,,58,0,0,0,12144,10898,1049489,2978,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,2429,5449,1049489,4467,0,0,0,0,0,0,
1061833,17756,17756,1061833,0,1061833,1058622
7,10,973,6,2024,710973,
100,9,,,9,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1036683,,,0,,,,12125,22625,1001560,373,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,5499,,,0,,,,0,,5499,,,,,,,,
800,1042192,,,9,,,,12125,22625,1007060,373,0,,,0,0,0,
900,91,1.0000,91,0,,,,0,0,91,0,,,,,,,
1000,13,0.5000,7,0,,,,0,0,7,0,,,,,,,
1110,8,0.2000,2,0,,,,0,0,2,0,,,,,,,
1120,433,0.5000,217,0,,,,0,0,217,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,12195,0.2000,2439,0,,,,95,78,2261,5,,,,,,,
1320,83684,0.5000,41842,0,,,,0,16,41826,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,95,94,44402,5,,0,0,0,0,0,
1900,,,,9,0,0,0,12220,22720,1051462,378,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,2444,11360,1051462,567,0,0,0,0,0,0,
1065832,17259,17259,1065832,0,1065832,1064460
7,10,981,6,2024,710981,
100,24,,,24,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,880,,,0,,,,880,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1512038,,,0,,,,113254,2953,1395283,548,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,22294,,,0,,,,0,,22294,,,,,,,,
800,1535236,,,24,,,,114135,2953,1417577,548,0,,,0,0,0,
900,227,1.0000,227,0,,,,0,0,227,0,,,,,,,
1000,87,0.5000,44,0,,,,0,0,44,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,8077,0.2000,1615,0,,,,0,0,1609,6,,,,,,,
1320,113656,0.5000,56828,0,,,,185,0,56643,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,185,0,58523,6,,0,0,0,0,0,
1900,,,,24,0,0,0,114319,2953,1476100,554,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,22864,1476,1476100,830,0,0,0,0,0,0,
1501271,25396,25396,1501271,0,1501271,1498185
7,10,985,6,2024,710985,
100,41,,,41,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,789,,,789,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1107422,,,0,,,,100460,15071,987732,4160,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,21114,,,0,,,,0,,21114,,,,,,,,
800,1129366,,,830,,,,100460,15071,1008846,4160,0,,,0,0,0,
900,328,1.0000,328,0,,,,0,0,328,0,,,,,,,
1000,35,0.5000,18,0,,,,0,0,18,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,23370,0.2000,4674,0,,,,19,0,4380,275,,,,,,,
1320,95378,0.5000,47689,0,,,,109,0,47568,13,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,128,0,52294,288,,0,0,0,0,0,
1900,,,,830,0,0,0,100587,15071,1061139,4448,0,0,0,0,0,0,
2000,,,,0,0,0,0,0,1,1,2,6,6,9,13,,,
2100,,,,0,0,0,0,20117,7535,1061139,6671,0,0,0,0,0,0,
1095463,20778,23610,1092632,0,1092632,1089099
7,10,990,6,2024,710990,
100,20,,,20,,,,0,0,0,0,,,,,,,
210,0,,,0,,,,0,0,0,0,,,,,,,
220,0,,,0,,,,0,,0,,,,,,,,
310,0,,,0,,,,0,0,0,0,0,,,,,,
320,0,,,0,,,,0,0,0,0,0,,,,,,
410,0,,,,,,,0,,,,,,,0,0,0,
420,0,,,,,,,0,,,,,,,0,0,0,
430,0,,,,,,,0,,,,,,,0,0,0,
510,1359864,,,0,,,,11465,67962,1276849,3588,,,,,,,
520,0,,,0,,,,0,0,0,0,,,,,,,
600,0,,,0,,,,0,0,0,0,,,,,,,
700,9044,,,0,,,,0,,9044,,,,,,,,
800,1368927,,,20,,,,11465,67962,1285893,3588,0,,,0,0,0,
900,82,1.0000,82,0,,,,0,0,82,0,,,,,,,
1000,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1110,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1120,0,0.5000,0,0,,,,0,0,0,0,,,,,,,
1200,0,1.0000,0,0,0,0,,0,0,0,0,,,,,0,0,
1310,32500,0.2000,6500,0,,,,0,568,5676,256,,,,,,,
1320,130143,0.5000,65071,0,,,,9,10,65052,0,,,,,,,
1330,0,0.2000,0,0,,,,0,0,0,0,,,,,,,
1400,0,,0,0,,,0,0,0,0,0,,,,,0,0,
1500,0,,0,0,0,0,,0,0,0,0,,,,,,,
1600,,,0,0,,,,0,0,0,0,,0,0,0,,,
1700,0,1.0000,0,0,,,,0,0,0,0,,,,,0,0,
1800,,,,0,0,0,0,9,578,70811,256,,0,0,0,0,0,
