6,10,0,6,2024,610000,100,0,,0,0,210,,,,0,220,,0,0,0,230,457544,,457544,457544,310,,,,0,320,,0,0,0,330,36042,,36042,36042,410,,,,0,420,,0,0,0,430,101825,,101825,101825,510,,,,0,520,,0,0,0,530,0,,0,0,540,0,,0,0,600,595411,0,595411,595411
6,20,0,6,2024,620000,100,20,,20,20,210,,,,0,220,,0,0,0,230,235164,,235164,235164,310,,,,0,320,,0,0,0,330,330792,,330792,330792,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,413,,413,413,540,0,,0,0,600,566389,0,566389,566389
6,22,0,6,2024,622000,100,20,,20,20,210,,,,0,220,,0,0,0,230,3650593,,3650593,3650593,310,,,,0,320,,0,0,0,330,2196067,,2196067,2196067,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,0,,0,0,540,0,,0,0,600,5846680,0,5846680,5846680
7,10,261,6,2024,710261,100,4355,,4355,4355,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,5707,,5707,5707,510,,,,0,520,,0,0,0,530,46538,,46538,46538,540,64937,,64937,64937,600,121537,0,121537,121537
7,10,269,6,2024,710269,100,4233,,4233,4233,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,2401,,2401,2401,510,,,,0,520,,0,0,0,530,14851,,14851,14851,540,37631,,37631,37631,600,59115,0,59115,59115
7,10,454,6,2024,710454,100,6234,,6234,6234,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,0,,0,0,540,65734,,65734,65734,600,71968,0,71968,71968
7,10,549,6,2024,710549,100,2011,,2011,2011,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,0,,0,0,540,0,,0,0,600,2011,0,2011,2011
7,10,551,6,2024,710551,100,2582,,2582,2582,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,0,,0,0,540,0,,0,0,600,2582,0,2582,2582
7,10,566,6,2024,710566,100,28158,,28158,28158,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,940472,,940472,940472,540,0,,0,0,600,968630,0,968630,968630
7,10,862,6,2024,710862,100,1166,,1166,1166,210,,,,0,220,,0,0,0,230,0,,0,0,310,,,,0,320,,0,0,0,330,0,,0,0,410,,,,0,420,,0,0,0,430,0,,0,0,510,,,,0,520,,0,0,0,530,0,,0,0,540,23929,,23929,23929,600,25095,0,25095,25095
