6,10,0,6,2024,610000,44792,26681,10561,18071,0,0,12106,1583,32319
6,20,0,6,2024,620000,45456,4795,1808,6810,8335,10,5344,-395,27570
6,22,0,6,2024,622000,78870,59863,2296,5028,1297,1957,14653,4729,122144
7,10,261,6,2024,710261,14250,300,0,0,0,0,1504,-37,13009
7,10,269,6,2024,710269,9041,65,62,979,0,1,1704,50,6414
7,10,454,6,2024,710454,10626,448,0,6071,0,0,5184,1571,1390
7,10,549,6,2024,710549,2217,0,0,0,0,0,0,-1796,421
7,10,551,6,2024,710551,13732,315,0,0,0,8,2702,46,11398
7,10,566,6,2024,710566,35415,893,98,0,53,0,4082,-62,32012
7,10,862,6,2024,710862,726,0,0,0,0,1,0,-57,669
7,10,924,6,2024,710924,3665,0,74,477,0,0,243,1,2871
7,10,973,6,2024,710973,398,0,0,0,0,0,0,-37,361
7,10,981,6,2024,710981,1298,61,168,734,0,0,249,0,209
7,10,985,6,2024,710985,4303,2299,12,0,0,0,405,573,6759
7,10,990,6,2024,710990,861,6900,0,0,0,1,968,-61,6732
7,20,33,6,2024,720033,10625,3475,561,1130,0,4,3259,94,9248
7,20,40,6,2024,720040,1364,30,0,0,124,0,63,0,1207
7,20,60,6,2024,720060,2945,853,325,1086,0,0,1155,37,1269
7,20,66,6,2024,720066,18130,3947,563,12,1655,10,2067,58,17847
7,20,131,6,2024,720131,5680,0,244,526,0,125,1117,23,3941
7,20,143,6,2024,720143,1514,41,22,0,0,2,314,5,1226
7,20,168,6,2024,720168,5221,3527,190,603,2998,3,1579,1564,4945
7,20,186,6,2024,720186,0,282,2,0,0,0,5,0,274
7,20,188,6,2024,720188,7974,125,389,1896,0,0,789,3,5028
7,20,194,6,2024,720194,25305,2878,82,0,2490,160,4051,746,22466
7,20,336,6,2024,720336,8136,1912,63,0,0,8,810,-245,8938
7,20,345,6,2024,720345,29871,2869,859,1880,281,284,4615,166,25554
7,20,376,6,2024,720376,11068,893,773,3182,0,25,2116,-6,5909
7,20,440,6,2024,720440,12302,2297,436,1663,915,9,1610,162,10145
7,20,899,6,2024,720899,7716,1811,324,1577,1240,0,811,16,5590
7,20,922,6,2024,720922,3760,281,75,0,0,26,1043,25,2974
7,22,12,6,2024,722012,45642,21022,352,11240,0,56,12219,1146,44057
7,22,114,6,2024,722114,8290,3364,852,2115,315,0,824,109,7658
7,22,146,6,2024,722146,24151,8300,1918,4861,0,0,1949,106,23829
7,22,198,6,2024,722198,111062,21660,5336,9865,477,2858,22121,0,97781
7,22,216,6,2024,722216,46365,29335,4597,14473,217,0,4899,694,52207
7,22,233,6,2024,722233,128007,100122,6105,23818,3345,1792,14481,3528,185700
7,22,313,6,2024,722313,13688,3902,1011,2999,0,2,1662,57,11978
7,22,350,6,2024,722350,10194,7433,970,2413,188,12,1406,-6,12657
7,22,406,6,2024,722406,176,85,7,0,0,7,86,-2,173
7,22,644,6,2024,722644,21901,8335,1583,4375,0,1,1596,31,22716
7,22,918,6,2024,722918,229019,130176,7215,22112,443,-526,28881,5805,305823
7,25,31,6,2024,725031,397,2746,0,0,0,0,4,0,3139
7,25,131,6,2024,725131,14244,15485,569,1900,0,1,4094,170,23338
7,25,203,6,2024,725203,326544,78033,5229,16828,86,0,33178,5336,354592
7,25,247,6,2024,725247,9267,3108,0,0,0,0,3062,19,9331
7,25,326,6,2024,725326,22593,18231,198,0,50,504,5253,0,35826
7,25,355,6,2024,725355,144449,56445,1550,0,0,13,15768,1275,184864
7,25,429,6,2024,725429,1270,12556,0,0,0,0,150,13,13689
7,25,450,6,2024,725450,26012,44251,1429,0,1119,0,1480,13,66249
7,25,466,6,2024,725466,8598,0,0,0,0,0,1615,1,6984
7,25,488,6,2024,725488,1674,1844,369,1109,0,0,256,26,1810
7,25,629,6,2024,725629,7627,0,0,0,0,2,3901,480,4207
7,25,676,6,2024,725676,1961,2223,55,0,0,0,52,0,4077
7,25,715,6,2024,725715,3,0,0,0,0,0,0,0,3
7,25,818,6,2024,725818,1748,43829,0,0,0,0,285,21,45313
7,25,839,6,2024,725839,38007,579,758,0,6,595,11902,0,26515
7,25,940,6,2024,725940,7616,886,1007,3446,0,0,741,21,3328
8,10,586,6,2024,810586,3046,0,0,0,0,0,182,0,2864
9,25,0,6,2024,925000,123139,55018,3654,0,9,245,24765,21986,171960
20,0,2,6,2024,2000002,0,0,0,0,0,0,0,0,0
20,0,4,6,2024,2000004,22130,2961,1335,0,9,67,2152,0,21661
20,0,7,6,2024,2000007,,,,,,,,,0
20,0,9,6,2024,2000009,,,,,,,,,0
20,0,11,6,2024,2000011,0,0,0,0,0,0,0,0,0
20,0,12,6,2024,2000012,0,0,0,0,0,0,0,0,0
