6,10,0,6,2024,610000,25000,478926,3813487,5525432,181522,8433,16529,0,0,0,0
6,20,0,6,2024,620000,30000,456338,3870753,2358123,81435,4929,1420,0,297435,0,0
6,22,0,6,2024,622000,183489,1447774,3288200,25284824,242993,27,0,0,0,0,0
7,10,261,6,2024,710261,0,97805,150813,0,406,76,0,0,0,0,0
7,10,269,6,2024,710269,0,369191,491120,0,16590,82,1450,0,0,0,0
7,10,454,6,2024,710454,0,51212,268916,0,808,188,531,0,226650,328931,0
7,10,549,6,2024,710549,0,22332,75062,0,2006,57,0,0,0,0,0
7,10,551,6,2024,710551,0,396,12213,0,0,0,0,0,0,0,0
7,10,566,6,2024,710566,0,565749,1392099,0,74117,1391,8299,0,2693173,3380473,0
7,10,862,6,2024,710862,0,5389,17433,0,42,9,0,0,0,0,0
7,10,924,6,2024,710924,0,33687,51636,0,2542,6,0,0,0,0,0
7,10,973,6,2024,710973,0,11707,83399,0,201,16,543,0,0,0,0
7,10,981,6,2024,710981,0,10276,117721,0,225,85,0,0,0,0,0
7,10,985,6,2024,710985,0,24353,93375,0,697,34,0,0,0,0,0
7,10,990,6,2024,710990,0,32500,130124,0,82,0,0,0,0,0,0
7,20,33,6,2024,720033,0,111874,344793,0,1000,40,0,0,0,0,0
7,20,40,6,2024,720040,0,21243,56160,0,13,0,0,0,93170,113783,0
7,20,60,6,2024,720060,0,2909,28574,0,338,1,0,0,0,0,0
7,20,66,6,2024,720066,0,220112,308465,0,1713,15,335,0,500092,629862,0
7,20,131,6,2024,720131,0,27484,98226,0,610,1,0,0,47102,1079,0
7,20,143,6,2024,720143,0,93241,77124,0,334,109,78,0,0,0,0
7,20,168,6,2024,720168,46244,17080,70000,0,1405,42,0,0,272067,59662,0
7,20,186,6,2024,720186,0,145,54586,0,97,1,0,0,73678,78849,0
7,20,188,6,2024,720188,0,10720,151255,0,622,2,0,0,229124,436156,0
7,20,194,6,2024,720194,0,73623,190368,0,202,13,0,0,0,0,0
7,20,336,6,2024,720336,0,46972,131061,0,105,0,58,0,0,0,0
7,20,345,6,2024,720345,0,500036,960274,0,9917,6835,553,0,187560,547362,0
7,20,376,6,2024,720376,223798,3094,240568,0,3393,682,0,0,278755,456732,0
7,20,440,6,2024,720440,397104,20387,144182,0,2761,410,0,0,542811,970190,0
7,20,899,6,2024,720899,0,123965,440233,0,10280,38,209,0,401877,554057,0
7,20,922,6,2024,720922,0,42840,109442,0,82,0,0,0,11892,11892,0
7,22,12,6,2024,722012,0,450449,3145138,0,101214,68,0,0,2636875,3052691,0
7,22,114,6,2024,722114,0,64858,369706,0,5327,52,0,0,142673,161322,0
7,22,146,6,2024,722146,0,429390,1449650,0,35753,3,0,0,235103,235105,0
7,22,198,6,2024,722198,0,2821247,10212521,0,230382,0,0,0,4339747,7180376,0
7,22,216,6,2024,722216,0,552415,4837909,0,86860,4360,0,0,3352170,4367055,0
7,22,233,6,2024,722233,0,3082082,4695424,0,47246,0,0,0,5617527,6051645,0
7,22,313,6,2024,722313,0,19084,295748,0,4770,63,0,0,181147,202636,0
7,22,350,6,2024,722350,0,170257,369005,0,4288,39,0,0,409651,852288,0
7,22,406,6,2024,722406,0,45058,152768,0,9,0,0,0,87028,103391,0
7,22,644,6,2024,722644,0,244398,1210422,0,31811,3,0,0,933723,1022170,0
7,22,918,6,2024,722918,2187698,1228625,4547633,0,123787,13,0,0,14143750,17593223,0
7,25,31,6,2024,725031,0,69383,66533,0,0,0,0,0,22632,31107,0
7,25,131,6,2024,725131,164543,30560,176493,0,4731,42,10,0,61966,67724,0
7,25,203,6,2024,725203,0,790,5526,0,106808,0,0,0,8114164,10549804,0
7,25,247,6,2024,725247,0,85794,206088,0,0,0,973,0,121235,140374,0
7,25,326,6,2024,725326,0,2554589,1911149,0,51551,0,63317,0,1672429,2194297,0
7,25,355,6,2024,725355,0,4818810,4998458,0,167210,712,674,0,9436975,10995640,0
7,25,429,6,2024,725429,22210,231926,311808,0,7216,397,5491,0,690150,841734,0
7,25,450,6,2024,725450,0,114663,1285962,0,0,2121,0,0,631822,808546,0
7,25,466,6,2024,725466,917,64208,217097,0,586,11,0,0,85245,114727,0
7,25,488,6,2024,725488,4337,92950,209943,0,3249,45,54,0,39161,44343,0
7,25,629,6,2024,725629,327659,22564,99477,0,6103,26,0,0,18756,21680,0
7,25,676,6,2024,725676,114883,95451,492550,0,436,8,258,0,444579,670145,0
7,25,715,6,2024,725715,84311,18204,51018,0,173,77,0,0,29193,53255,0
7,25,818,6,2024,725818,4214,145322,467510,0,2297,3943,0,0,911856,1041138,0
7,25,839,6,2024,725839,0,240039,736162,0,8239,0,0,0,206327,243825,0
7,25,940,6,2024,725940,191957,15126,174991,0,4428,20,63,0,67029,72029,0
8,10,586,6,2024,810586,0,2937,56803,0,319,29,797,0,39396,39396,0
9,25,0,6,2024,925000,0,17083372,20286320,11269720,1914906,253122,26990,0,41909211,71012636,0
20,0,2,6,2024,2000002,0,0,0,0,0,0,0,0,0,0,0
20,0,4,6,2024,2000004,0,86682,55311,0,0,0,0,0,1341161,1341161,0
20,0,7,6,2024,2000007,0,0,0,0,0,0,0,0,0,0,0
20,0,9,6,2024,2000009,0,0,0,0,0,0,0,0,0,0,0
20,0,11,6,2024,2000011,0,0,0,0,0,0,0,0,0,0,0
20,0,12,6,2024,2000012,0,0,0,0,0,0,0,0,0,0,0
