6,10,0,6,2024,610000,100,1118664,0,0,0,1008,1119672,105,1157639,0,0,0,0,1157639,110,3759295,16502,0,0,27747,3803545,115,746980,0,0,0,0,746980,120,1446914,0,0,0,3564,1450478,125,241805,0,0,0,0,241805,130,1115,0,0,0,0,1115,135,91663,0,0,0,0,91663,140,4399,0,0,0,0,4399,145,21788611,0,0,0,0,21788611,150,51217,0,0,0,0,51217,152,2007,0,0,0,0,2007,155,30410308,16502,0,0,32319,30459130
6,20,0,6,2024,620000,100,1137558,0,0,487,1094,1139139,105,1210750,284,0,0,311,1211345,110,2781293,0,0,0,0,2781293,115,781777,0,0,0,0,781777,120,1384280,0,0,0,1951,1386231,125,290761,0,0,0,0,290761,130,3213530,0,0,23727,0,3237258,135,110348,0,0,0,0,110348,140,1303,0,0,0,0,1303,145,23890602,0,0,0,0,23890602,150,173666,0,0,0,0,173666,152,4649,0,0,0,0,4649,155,34980519,284,0,24215,3356,35008373
6,22,0,6,2024,622000,100,9418362,1111,0,2284,22263,9444020,105,8488028,53326,0,95,76789,8618238,110,2074246,42,0,0,18068,2092356,115,170005,0,0,0,1446,171451,120,233501,0,0,0,257,233758,125,47534,0,0,0,0,47534,130,720831,555,0,189,754,722328,135,22290,0,0,0,0,22290,140,0,0,0,0,0,0,145,133961356,0,0,0,0,133961356,150,766578,0,0,0,0,766578,152,21521,0,0,0,0,21521,155,155924252,55034,0,2568,119577,156101431
7,10,261,6,2024,710261,100,1878378,0,0,0,1981,1880359,105,358146,0,0,0,71,358217,110,139758,0,0,0,10703,150460,115,15865,0,0,0,0,15865,120,6214,0,0,0,255,6468,125,12916,0,0,0,0,12916,130,972,0,0,0,0,972,135,5825,0,0,0,0,5825,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,704,0,0,0,0,704,155,2418776,0,0,0,13009,2431785
7,10,269,6,2024,710269,100,1457886,1808,0,0,4706,1464400,105,1132149,0,0,0,1708,1133856,110,295845,0,0,0,0,295845,115,20505,0,0,0,0,20505,120,8511,0,0,0,0,8511,125,10221,0,0,0,0,10221,130,6121,0,0,0,0,6121,135,12021,0,0,0,0,12021,140,7371,0,0,0,0,7371,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,22570,302,0,0,0,22872,155,2973200,2110,0,0,6414,2981723
7,10,454,6,2024,710454,100,2360824,0,0,0,949,2361773,105,240072,113,0,0,208,240393,110,281259,0,0,0,0,281259,115,43080,0,0,0,0,43080,120,38603,0,0,0,191,38794,125,11562,0,0,0,0,11562,130,11675,0,0,0,42,11717,135,13862,0,0,0,0,13862,140,1168,0,0,0,0,1168,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,3002105,113,0,0,1390,3003607
7,10,549,6,2024,710549,100,480599,223,0,0,166,480988,105,109653,0,0,0,0,109653,110,76280,0,0,0,0,76280,115,13100,0,0,0,0,13100,120,7496,0,0,0,255,7751,125,7074,0,0,0,0,7074,130,757,0,0,0,0,757,135,4809,0,0,0,0,4809,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,699768,223,0,0,421,700411
7,10,551,6,2024,710551,100,636430,0,0,0,11354,647783,105,11877,0,0,0,44,11921,110,10284,0,0,0,0,10284,115,0,0,0,0,0,0,120,0,0,0,0,0,0,125,0,0,0,0,0,0,130,23823,0,0,0,0,23823,135,0,0,0,0,0,0,140,255,0,0,0,0,255,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,682668,0,0,0,11398,694066
7,10,566,6,2024,710566,100,9144171,0,0,255,17350,9161777,105,1742864,430,0,0,3446,1746739,110,1114923,24865,0,0,10293,1150081,115,198074,0,0,0,0,198074,120,183085,0,0,0,385,183471,125,50846,0,0,0,0,50846,130,80104,0,0,0,283,80386,135,0,0,0,0,0,0,140,18875,0,0,0,0,18875,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,1667,0,0,0,0,1667,155,12534609,25295,0,255,31757,12591916
7,10,862,6,2024,710862,100,318942,0,0,0,669,319611,105,13120,0,0,0,0,13120,110,21049,0,0,0,0,21049,115,6613,0,0,0,0,6613,120,2533,0,0,0,0,2533,125,3006,0,0,0,0,3006,130,10561,0,0,0,0,10561,135,0,0,0,0,0,0,140,0,0,0,0,0,0,145,0,0,0,0,0,0,150,0,0,0,0,0,0,152,0,0,0,0,0,0,155,375824,0,0,0,669,376494
