7,20,345,6,2024,720345,109532,0,0,0,0,0,109532,0,62197,4,62201,47331,1470,,10812,4941,0,15754,669,26991,35138,250,34888,0,34888,0,450,62197,0,0,0,0,34888,0,0,0,0,155,
7,20,376,6,2024,720376,26049,0,54,3,28,0,26134,0,13305,138,13443,12691,-4354,,2713,1853,0,4566,262,8832,12959,0,12959,0,12959,0,182,13305,0,2,0,2,12961,0,0,0,0,82,
7,20,440,6,2024,720440,46817,0,0,5,35,0,46857,0,23509,0,23509,23348,292,,5084,2277,0,7361,9,12934,17492,19,17473,0,17473,0,505,23509,0,3,0,3,17477,0,0,0,0,0,
7,20,899,6,2024,720899,46485,0,0,0,391,0,46876,0,26316,18,26335,20542,174,,6362,969,0,7331,66,9038,18664,0,18664,0,18664,0,186,26316,0,0,0,0,18664,0,0,0,0,63,
7,20,922,6,2024,720922,10063,0,0,0,0,3,10066,0,4942,50,4992,5074,207,,923,568,0,1491,190,3210,3338,29,3309,0,3309,0,140,4942,0,0,0,0,3309,0,0,0,0,0,
7,22,12,6,2024,722012,190513,0,0,12,15,0,190539,0,104087,0,104087,86452,3676,,17702,11632,0,29334,3757,35287,77978,590,77388,0,77388,0,724,104087,0,57,0,57,77445,0,0,0,9429,2602,
7,22,114,6,2024,722114,23464,0,0,0,0,0,23463,0,12270,0,12270,11193,31,,1550,1617,0,3167,423,6428,8350,18,8332,0,8332,0,181,12270,0,29,0,29,8360,0,0,0,780,-26,
7,22,146,6,2024,722146,93261,0,0,0,6103,0,99364,0,56727,0,56727,42637,3439,,6210,4299,0,10509,1592,22495,28589,0,28589,0,28589,0,19,56727,0,46,0,46,28636,0,0,0,1862,214,
7,22,198,6,2024,722198,591068,0,0,0,20018,79,611166,0,338872,420,339292,271873,-5522,,44515,33146,162,77822,7647,118012,245853,2943,242910,0,242910,0,-947,338872,0,0,0,0,242910,0,0,0,42146,-1000,
7,22,216,6,2024,722216,226450,0,0,0,0,0,226450,0,130134,0,130134,96316,1138,,12779,12559,0,25339,879,48440,73089,244,72845,0,72845,0,204,130134,0,198,0,198,73044,0,0,0,4286,-134,
7,22,233,6,2024,722233,474094,0,0,0,26332,13,500439,0,287194,0,287194,213245,10720,,35419,19496,0,54916,6142,108540,154280,4810,149470,0,149470,0,2490,287194,0,38,0,38,149508,0,0,0,13043,763,
7,22,313,6,2024,722313,28501,0,0,0,0,0,28501,0,14220,0,14220,14281,-27,,2036,875,0,2911,1161,8703,9616,-290,9906,0,9906,0,182,14220,0,0,0,0,9906,0,0,0,987,62,
7,22,350,6,2024,722350,34865,0,0,0,0,2,34867,0,17867,0,17867,17001,670,,2741,1239,0,3980,640,6971,13933,360,13573,0,13573,0,353,17867,0,14,0,14,13587,0,0,0,1447,47,
7,22,406,6,2024,722406,13221,0,0,0,446,0,13667,0,6741,0,6741,6926,87,,1251,75,0,1325,219,3369,5014,-62,5076,0,5076,0,79,6741,0,0,0,0,5076,0,0,0,746,0,
7,22,644,6,2024,722644,94358,0,0,0,0,0,94358,0,51847,0,51847,42511,2850,,8494,3447,0,11941,1412,18740,34332,21,34311,0,34311,0,67,51845,0,33,0,33,34345,0,0,0,4337,-58,
7,22,918,6,2024,722918,435965,53,0,0,22085,311,458414,0,265040,2599,267640,190774,54678,,26965,33274,0,60239,6056,100377,101159,-3174,104333,0,104333,0,-4692,265040,0,153,0,153,104487,0,0,0,7827,854,
7,25,31,6,2024,725031,6130,0,0,0,0,0,6130,0,2382,378,2760,3370,545,,332,85,0,417,7,1320,1938,45,1893,0,1893,0,0,2382,0,0,0,0,1893,0,0,0,0,-8,
7,25,131,6,2024,725131,30099,0,0,0,0,5,30105,0,16131,69,16200,13905,360,,2006,1506,0,3512,-20,7447,9796,1,9795,0,9795,0,63,16131,0,0,0,0,9796,0,0,0,0,-206,
7,25,203,6,2024,725203,356016,0,0,89,0,0,356105,0,206142,4278,210419,145686,4268,,38305,17541,1050,56897,26,76584,121466,2,121464,0,121464,0,2294,206142,0,1376,0,1376,122840,0,0,0,0,290,
7,25,247,6,2024,725247,21696,0,0,0,0,0,21696,0,9155,417,9572,12124,-262,,1315,569,0,1884,21,4182,10010,16,9994,0,9994,0,21,9155,0,0,0,0,9994,0,0,0,0,100,
7,25,326,6,2024,725326,215133,0,0,8,0,794,215935,0,123948,9,123957,91978,2861,,13906,16091,0,29997,1126,35386,86227,706,85521,0,85521,0,551,123948,0,189,5,3339,88860,3145,0,0,0,-1372,
7,25,355,6,2024,725355,524718,0,0,15,16085,39,540857,0,322398,6442,328840,212017,7474,,50737,14407,10992,76136,-4718,90183,187278,826,186452,0,186452,0,1305,322398,-2343,-72,0,-2415,184037,0,0,0,0,-1500,
7,25,429,6,2024,725429,30181,0,0,0,0,0,30181,0,16113,159,16272,13908,748,,2719,1142,0,3861,15,5505,11413,0,11413,0,11413,0,0,16113,0,0,0,0,11413,0,0,0,0,119,
7,25,450,6,2024,725450,76235,0,0,0,26,0,76261,0,39934,1349,41283,34978,5975,,6081,1701,0,7781,24,11185,25415,0,25415,0,25415,0,136,39934,0,0,0,0,25415,0,0,0,0,209,
7,25,466,6,2024,725466,13158,0,0,0,0,0,13158,0,7187,249,7436,5722,221,,698,198,0,896,0,1925,4422,2,4420,0,4420,0,0,7187,0,0,0,0,4420,0,0,0,0,50,
7,25,488,6,2024,725488,15918,0,0,0,0,0,15918,0,8092,143,8234,7684,-24,,964,589,0,1553,19,2983,6280,5,6275,0,6275,0,3,8092,0,25,0,25,6301,0,0,0,0,17,
7,25,629,6,2024,725629,29396,0,0,0,0,2,29398,0,15382,94,15476,13922,-259,,1782,882,10,2674,63,7824,9153,0,9153,0,9153,0,758,15382,0,121,0,121,9274,0,0,0,0,-59,
7,25,676,6,2024,725676,28337,0,0,0,0,0,28337,0,16789,781,17569,10768,199,,1886,705,0,2591,0,6966,6151,0,6151,0,6151,0,0,16789,0,0,0,0,6151,0,0,0,0,44,
7,25,715,6,2024,725715,7322,0,0,0,0,0,7322,0,3461,46,3508,3814,42,,437,346,0,784,0,1755,2799,0,2799,0,2799,0,0,3461,0,0,0,0,2799,0,0,0,0,1,
7,25,818,6,2024,725818,40612,0,0,0,0,2,40614,0,21395,613,22008,18606,11291,,2984,938,0,3921,4,6091,4738,0,4738,0,4738,0,10,21395,0,-4,0,-4,4734,0,0,0,0,411,
7,25,839,6,2024,725839,45395,0,0,0,126,5,45526,0,25602,0,25602,19923,-4737,,2794,1508,0,4302,936,14064,16034,0,16034,0,16034,0,-4,25602,0,0,0,0,16034,0,0,0,0,-200,
7,25,940,6,2024,725940,24150,0,0,0,0,0,24150,0,13056,282,13337,10813,76,,1539,991,51,2580,-95,7011,6118,3,6114,0,6114,0,9,13056,0,0,0,0,6114,0,0,0,0,93,
8,10,586,6,2024,810586,16773,0,0,0,0,0,16773,0,9250,0,9250,7523,231,,784,413,0,1197,35,2663,5872,0,5872,0,5872,0,0,9250,0,0,-9,-9,5863,0,0,0,0,-10,
9,25,0,6,2024,925000,2046637,0,0,0,399955,4153,2450744,1945488,0,30588,1976076,474669,16322,,54516,70448,25631,150595,-1252,150384,459628,41845,417783,0,417783,814460,534,0,81536,233,0,96809,514592,15040,0,0,0,-1322,
20,0,2,6,2024,2000002,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10500,443,10943,0,9376,1567,0,1567,0,1567,0,0,0,0,0,0,0,1567,0,0,0,0,0,
20,0,4,6,2024,2000004,50351,0,0,0,0,3899,54250,0,26203,0,26203,28047,-100,,0,313,860,1173,629,14815,15134,3610,11524,0,11524,0,300,0,0,0,0,0,11524,0,0,0,0,0,
20,0,7,6,2024,2000007,0,0,0,0,0,155,155,0,0,0,0,155,0,,0,21667,0,21667,0,21972,-151,-32,-118,0,-118,0,0,0,0,0,0,0,-118,0,0,0,0,0,
20,0,9,6,2024,2000009,0,40,0,0,0,0,40,0,0,0,0,40,0,,0,6903,0,6903,0,7236,-293,0,-293,0,-293,0,0,0,0,5,0,5,-287,0,0,0,0,0,
20,0,11,6,2024,2000011,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2712,0,2712,0,2395,317,0,317,0,317,0,0,0,0,0,0,0,317,0,0,0,0,0,
20,0,12,6,2024,2000012,0,0,0,0,0,0,0,0,316,0,316,-316,0,,-16,13919,0,13903,-500,14487,-1399,0,-1399,0,-1399,0,0,0,0,0,0,0,-1400,0,0,0,0,0,
