6,10,0,6,2024,610000,10,457544,36042,750000,0,0,101825,0,0,895801,-510611,1730602,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,49771,,49771,45,,,,,,,,,,12766,12766,80,,0,0,0,,0,0,0,19,,19,70,,0,0,0,,0,0,0,-21540,,-21540,75,125,,300000,0,,,,,,,300125,85,-131,,0,0,,,,,,,-131,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,-3221,0,-3221,130,457538,36042,1050000,0,0,101825,0,0,920831,-497845,2068391
6,20,0,6,2024,620000,10,230693,330834,0,0,63668,0,413,0,2015085,-949997,1690695,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,66095,,66095,45,,,,,,,,,,-838,-838,80,,0,0,0,,0,0,0,-7578,,-7578,70,,0,0,0,,0,0,0,0,,0,75,11590,,0,0,,,,,,,11590,85,-4999,,0,0,,,,,,,-4999,95,,,,,0,,,,,,0,105,,-62,,,,0,0,0,,,-62,120,0,0,0,0,0,0,0,0,0,0,0,130,237285,330773,0,0,63668,0,413,0,2073602,-950835,1754905
6,22,0,6,2024,622000,10,3626576,2196067,0,0,0,0,0,0,3231471,-582071,8472043,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,194868,,194868,45,,,,,,,,,,26700,26700,80,,0,0,0,,0,0,0,-172006,,-172006,70,,0,0,0,,0,0,0,0,,0,75,157057,,0,0,,,,,,,157057,85,0,,0,0,,,,,,,0,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,65371,0,65371,130,3783633,2196067,0,0,0,0,0,0,3319705,-555370,8744035
7,10,261,6,2024,710261,10,4631,0,0,0,47596,5707,46538,64937,125650,803,295862,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,13328,,13328,45,,,,,,,,,,-20,-20,80,,0,0,0,,0,0,0,64,,64,70,,0,0,0,,0,0,0,0,,0,75,74,,0,0,,,,,,,74,85,-677,,0,0,,,,,,,-677,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,4028,0,0,0,47596,5707,46538,64937,139042,783,308632
7,10,269,6,2024,710269,10,4253,0,80000,0,72711,2401,14851,37631,229992,1243,443081,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,20130,,20130,45,,,,,,,,,,533,533,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,-1150,,-1150,75,146,,0,0,,,,,,,146,85,-168,,0,0,,,,,,,-168,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,4230,0,80000,0,72711,2401,14851,37631,248972,1776,462572
7,10,454,6,2024,710454,10,6228,0,0,0,124214,0,0,89774,252345,28,472590,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,18031,,18031,45,,,,,,,,,,-7,-7,80,,0,0,0,,0,0,0,-241,,-241,70,,0,0,0,,0,0,0,0,,0,75,156,,0,0,,,,,,,156,85,-140,,0,0,,,,,,,-140,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,6245,0,0,0,124214,0,0,89774,270136,22,490391
7,10,549,6,2024,710549,10,2003,0,0,0,0,0,0,0,127770,216,129990,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,3847,,3847,45,,,,,,,,,,-3,-3,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,0,,0,75,74,,0,0,,,,,,,74,85,-55,,0,0,,,,,,,-55,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,2022,0,0,0,0,0,0,0,131617,214,133853
7,10,551,6,2024,710551,10,2606,0,0,0,0,0,0,0,100434,99,103139,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,2367,,2367,45,,,,,,,,,,-2,-2,80,,0,0,0,,0,0,,-1051,,-1051,70,,0,0,0,,0,0,0,0,,0,75,29,,0,0,,,,,,,29,85,-77,,0,0,,,,,,,-77,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,1092,0,1092,130,2558,0,0,0,0,0,0,0,102842,97,105497
7,10,566,6,2024,710566,10,28104,0,200000,0,0,0,940471,0,693447,2795,1864817,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,71329,,71329,45,,,,,,,,,,-55,-55,80,,0,0,0,,0,1,0,0,,1,70,,0,0,0,,0,0,0,-2500,,-2500,75,892,,0,0,,,,,,,892,85,-786,,0,0,,,,,,,-786,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,28210,0,200000,0,0,0,940472,0,762276,2740,1933698
7,10,862,6,2024,710862,10,1161,0,0,0,0,0,0,23929,42822,68,67980,25,0,0,0,0,0,0,0,0,0,0,0,35,,,,,,,,,1343,,1343,45,,,,,,,,,,-1,-1,80,,0,0,0,,0,0,0,0,,0,70,,0,0,0,,0,0,0,0,,0,75,31,,0,0,,,,,,,31,85,-20,,0,0,,,,,,,-20,95,,,,,0,,,,,,0,105,,0,,,,0,0,0,,,0,120,0,0,0,0,0,0,0,0,0,0,0,130,1172,0,0,0,0,0,0,23929,44165,67,69333
